agent,training_fraction,training_samples,threshold,utility_success_rate,utility_tn,utility_fp,attack_blocking_rate,attack_tp,attack_fn,utility_ambiguous_pct,utility_ambiguous_pct_std,utility_wrong_pct,utility_wrong_pct_std,attack_ambiguous_pct,attack_ambiguous_pct_std,attack_wrong_pct,attack_wrong_pct_std
banking,0.5,103,1.0,80.75702075702075,1102,263,66.76434676434677,911,454,56.072799122314926,2.189868687837718,8.922960492748524,2.110769313299403,47.00854700854702,1.0919992373324001,0.0,0.0
banking,0.6,123,1.0,88.22954822954823,1204,161,63.46764346764346,866,499,60.742817175127584,0.8049509356596076,4.429404835522877,0.6931103793010022,49.73942047112778,1.87640421983166,0.0,0.0
banking,0.7,144,1.0,92.11233211233211,1257,108,58.33943833943834,796,569,62.03338552525124,0.41169087145179317,2.9842871814109224,1.4588528535982332,54.42985199082759,1.8199721981002392,0.0,0.0
banking,0.8,164,1.0,94.2124542124542,1286,79,56.971916971916976,778,587,63.47609918969346,1.1800988120918567,2.1218121973179893,0.35864675658576267,55.76401917865332,1.6674483848923252,0.0,0.0
banking,0.9,185,1.0,97.11843711843711,1326,39,54.57875457875458,745,620,63.431902441808404,1.7633220596220538,1.104394873338481,0.14857917442434235,57.8695017719408,2.4511989268023653,0.0,0.0
banking,1.0,206,1.0,100.0,1365,0,51.7948717948718,707,658,65.0813224319794,0.34666286610476854,0.0,0.0,60.913070669168235,0.0,0.0,0.0
slack,0.5,146,1.0,90.83085071168487,915,92,45.812644819596166,461,546,66.54017817259687,0.17038202976920472,3.6667923547277645,1.1755071340432537,61.10615521855487,3.4155557036711204,0.0,0.0
slack,0.6,175,1.0,94.20721615359152,949,58,44.81959616021186,451,556,67.3215262618997,1.1759490009344156,1.9035269013938656,0.11266351775295924,63.484983645554564,1.9137190496228544,0.0,0.0
slack,0.7,205,1.0,95.53128103277061,962,45,42.10526315789473,424,583,67.32382745577104,1.074603279013544,1.3171229304581162,0.9493916437352475,65.41778174249181,0.6108426578701815,0.0,0.0
slack,0.8,234,1.0,98.01390268123139,987,20,38.43098311817279,387,620,70.26192832633076,1.0375174716936364,0.7513075999457107,0.7629727616537938,67.20190306274161,0.7439783528514298,0.0,0.0
slack,0.9,263,1.0,99.07315458457465,998,9,37.007613373055285,373,634,71.3056157881165,1.0497170839087322,0.4850464184024923,0.5489442453269507,68.95628902765388,0.9853132040309768,0.0,0.0
slack,1.0,293,1.0,100.0,1007,0,36.34558093346574,366,641,69.36126045036936,0.7358299289780451,0.0,0.0,70.11596788581623,0.0,0.0,0.0
travel,0.5,258,1.0,84.17663293468262,915,172,82.06071757129715,892,195,19.46867117443725,0.3196140391072897,2.62500261328764,0.8110301629338244,20.729837473167738,0.980335318193547,0.0,0.0
travel,0.6,310,1.0,87.79515486047224,954,133,80.34345292854952,873,214,22.12144317732458,0.9112816379754628,2.472919634912438,0.5546821787499436,22.539098436062556,1.2410982118888734,0.0,0.0
travel,0.7,361,1.0,92.36430542778288,1004,83,78.8101809260963,857,230,22.289206984344847,1.4297780739472343,1.1617569299364785,0.35313071401250673,24.471021159153633,0.739793810598885,0.0,0.0
travel,0.8,413,1.0,93.836246550138,1020,67,76.35694572217112,830,257,23.221917718921816,0.6751048500391196,0.7562472302697346,0.5192163165637912,27.6295614842073,1.3485822402512122,0.0,0.0
travel,0.9,465,1.0,97.3934375958295,1059,28,75.92762956148421,825,262,22.795094114408318,0.994306947942253,0.3608729092983816,0.1720015473245151,28.212204845139524,0.889826318831457,0.0,0.0
travel,1.0,517,1.0,100.0,1087,0,75.06899724011039,816,271,22.461378795002634,0.5443146285453468,0.0,0.0,29.070837166513343,0.0,0.0,0.0
workspace,0.5,219,1.0,80.55402678407631,1464,353,78.35259585397175,1424,393,45.95317839383781,2.0382224799692144,5.94507877208499,1.9972187192396904,14.270122783083218,1.4956300092724186,0.0,0.0
workspace,0.6,263,1.0,84.3514951385067,1533,284,77.01339203815813,1399,418,47.582094364838156,2.9438581642027604,4.213215842891758,1.6382614974487912,15.698044565711688,1.1645207507171795,0.0,0.0
workspace,0.7,307,1.0,89.9284534947716,1634,183,75.69253348009539,1375,442,49.62554442741367,1.5123317860794288,2.3736919806511687,0.8291222769487415,16.507503410641203,0.6753643734692845,0.0,0.0
workspace,0.8,351,1.0,93.81764813795634,1705,112,74.2799486332783,1350,467,49.73427052942021,1.9189760472885191,1.432752713509923,0.568588117222503,17.21691678035471,0.39034586146202627,0.0,0.0
workspace,0.9,395,1.0,96.27591267657311,1749,68,73.52779306549257,1336,481,50.5794061698114,2.589147296661564,0.5713748329067838,0.4114507300637622,17.69895407003183,0.23612105476575135,0.0,0.0
workspace,1.0,439,1.0,100.0,1817,0,72.97743533296642,1326,491,52.13868942836954,1.8091720408994583,0.0,0.0,18.00818553888131,0.0,0.0,0.0
