agent,training_fraction,seeds,training_samples_mean,policy_utility_rate_mean,policy_utility_rate_std,policy_attack_block_rate_mean,policy_attack_block_rate_std,combined_utility_rate_mean,combined_utility_rate_std,combined_attack_block_rate_mean,combined_attack_block_rate_std,combined_utility_rate_or_mean,combined_utility_rate_or_std,combined_attack_block_rate_or_mean,combined_attack_block_rate_or_std,combined_utility_rate_and_mean,combined_utility_rate_and_std,combined_attack_block_rate_and_mean,combined_attack_block_rate_and_std,combined_utility_rate_xor_mean,combined_utility_rate_xor_std,combined_attack_block_rate_xor_mean,combined_attack_block_rate_xor_std,combined_utility_rate_intent_mean,combined_utility_rate_intent_std,combined_attack_block_rate_intent_mean,combined_attack_block_rate_intent_std,threshold_mean,threshold_std,training_utility_rate_mean,training_utility_rate_std,policy_utility_total_mean,policy_utility_allowed_mean,policy_utility_blocked_mean,policy_attack_total_mean,policy_attack_allowed_mean,policy_attack_blocked_mean,combined_utility_total_mean,combined_utility_allowed_mean,combined_utility_blocked_mean,combined_attack_total_mean,combined_attack_allowed_mean,combined_attack_blocked_mean,combined_utility_allowed_or_mean,combined_utility_blocked_or_mean,combined_attack_allowed_or_mean,combined_attack_blocked_or_mean,combined_utility_allowed_and_mean,combined_utility_blocked_and_mean,combined_attack_allowed_and_mean,combined_attack_blocked_and_mean,combined_utility_allowed_xor_mean,combined_utility_blocked_xor_mean,combined_attack_allowed_xor_mean,combined_attack_blocked_xor_mean,combined_utility_allowed_intent_mean,combined_utility_blocked_intent_mean,combined_attack_allowed_intent_mean,combined_attack_blocked_intent_mean
slack,0.8,3,15,85.96491228070175,2.4810764252159596,92.25589225589226,1.2598173019440884,75.43859649122807,2.4810764252159596,93.26599326599326,1.2598173019440884,75.43859649122807,2.4810764252159596,93.26599326599326,1.2598173019440884,85.96491228070175,2.4810764252159596,92.25589225589226,1.2598173019440884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,19,16,3,99,8,91,19,14,5,99,7,92,14,5,7,92,16,3,8,91,0,0,0,0,0,0,0,0
slack,0.9,3,17,96.49122807017544,2.4810764252159596,90.90909090909092,1.4210854715202004e-14,85.96491228070175,2.4810764252159596,91.91919191919192,0.0,85.96491228070175,2.4810764252159596,91.91919191919192,0.0,96.49122807017544,2.4810764252159596,90.90909090909092,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,19,18,1,99,9,90,19,16,3,99,8,91,16,3,8,91,18,1,9,90,0,0,0,0,0,0,0,0
slack,1.0,3,19,100.0,0.0,90.90909090909092,1.4210854715202004e-14,89.47368421052632,0.0,91.91919191919192,0.0,89.47368421052632,0.0,91.91919191919192,0.0,100.0,0.0,90.90909090909092,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,19,19,0,99,9,90,19,17,2,99,8,91,17,2,8,91,19,0,9,90,0,0,0,0,0,0,0,0
banking,0.1,3,1,35.416666666666664,2.946278254943948,100.0,0.0,35.416666666666664,2.946278254943948,100.0,0.0,35.416666666666664,2.946278254943948,100.0,0.0,35.416666666666664,2.946278254943948,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,16,6,10,105,0,105,16,6,10,105,0,105,6,10,0,105,6,10,0,105,0,0,0,0,0,0,0,0
banking,0.2,3,3,47.916666666666664,5.892556509887896,97.14285714285715,2.0573779994945625,45.833333333333336,2.946278254943948,100.0,0.0,45.833333333333336,2.946278254943948,100.0,0.0,47.916666666666664,5.892556509887896,97.14285714285715,2.0573779994945625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,16,8,8,105,3,102,16,7,9,105,0,105,7,9,0,105,8,8,3,102,0,0,0,0,0,0,0,0
banking,0.3,3,4,62.5,10.206207261596576,89.84126984126983,4.75131096733199,60.416666666666664,7.795119555779045,100.0,0.0,60.416666666666664,7.795119555779045,100.0,0.0,62.5,10.206207261596576,89.84126984126983,4.75131096733199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,16,10,6,105,11,94,16,10,6,105,0,105,10,6,0,105,10,6,11,94,0,0,0,0,0,0,0,0
banking,0.4,3,6,68.75,5.103103630798288,89.84126984126983,4.75131096733199,64.58333333333333,2.946278254943948,100.0,0.0,64.58333333333333,2.946278254943948,100.0,0.0,68.75,5.103103630798288,89.84126984126983,4.75131096733199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,16,11,5,105,11,94,16,10,6,105,0,105,10,6,0,105,11,5,11,94,0,0,0,0,0,0,0,0
banking,0.5,3,8,77.08333333333333,7.795119555779045,88.25396825396825,5.62541115767281,70.83333333333333,7.795119555779045,100.0,0.0,70.83333333333333,7.795119555779045,100.0,0.0,77.08333333333333,7.795119555779045,88.25396825396825,5.62541115767281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,16,12,4,105,12,93,16,11,5,105,0,105,11,5,0,105,12,4,12,93,0,0,0,0,0,0,0,0
banking,0.6,3,9,85.41666666666667,7.795119555779045,83.17460317460318,2.2447834323382447,79.16666666666667,7.795119555779045,100.0,0.0,79.16666666666667,7.795119555779045,100.0,0.0,85.41666666666667,7.795119555779045,83.17460317460318,2.2447834323382447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,16,14,2,105,18,87,16,13,3,105,0,105,13,3,0,105,14,2,18,87,0,0,0,0,0,0,0,0
banking,0.7,3,11,87.5,5.103103630798288,83.17460317460318,2.2447834323382447,81.25,5.103103630798288,100.0,0.0,81.25,5.103103630798288,100.0,0.0,87.5,5.103103630798288,83.17460317460318,2.2447834323382447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,16,14,2,105,18,87,16,13,3,105,0,105,13,3,0,105,14,2,18,87,0,0,0,0,0,0,0,0
banking,0.8,3,12,91.66666666666667,5.892556509887896,81.58730158730158,2.2447834323382447,85.41666666666667,5.892556509887896,100.0,0.0,85.41666666666667,5.892556509887896,100.0,0.0,91.66666666666667,5.892556509887896,81.58730158730158,2.2447834323382447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,16,15,1,105,19,86,16,14,2,105,0,105,14,2,0,105,15,1,19,86,0,0,0,0,0,0,0,0
banking,0.9,3,14,95.83333333333333,2.946278254943948,80.0,0.0,89.58333333333333,2.946278254943948,100.0,0.0,89.58333333333333,2.946278254943948,100.0,0.0,95.83333333333333,2.946278254943948,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,16,15,1,105,21,84,16,14,2,105,0,105,14,2,0,105,15,1,21,84,0,0,0,0,0,0,0,0
banking,1.0,3,16,100.0,0.0,80.0,0.0,93.75,0.0,100.0,0.0,93.75,0.0,100.0,0.0,100.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,16,16,0,105,21,84,16,15,1,105,0,105,15,1,0,105,16,0,21,84,0,0,0,0,0,0,0,0
